,s9_q4_hospitalvisit,s2_q21a_powergrid,ownasset_0,s53_q6_hunger,s4_q1_agactivity,urban,hhsize,y_financial_actions
5167,0,1,0,1,0,0,7,0
5168,0,0,0,0,0,0,11,0
5169,0,0,0,0,0,0,0,0
5170,0,1,0,0,0,1,5,0
5171,0,0,0,0,0,0,3,0
5172,0,1,0,1,0,1,1,1
5173,1,1,0,0,0,1,4,1
5174,0,0,1,0,0,0,3,1
5175,-1,0,0,0,0,0,6,0
5176,1,0,0,1,0,0,4,0
5177,0,0,0,0,0,0,0,0
5178,-1,0,1,1,0,0,0,0
5179,0,0,1,1,0,0,1,1
5180,0,0,1,0,1,0,11,0
5181,0,1,0,0,0,0,9,1
5182,0,0,0,0,0,0,4,1
5183,0,1,0,0,0,0,0,0
5184,0,0,0,0,0,0,9,0
5185,0,0,0,0,0,0,10,0
5186,0,0,0,0,0,0,6,1
5187,0,0,0,0,0,0,4,0
5188,0,1,0,0,0,1,5,0
5189,-1,0,0,1,0,0,6,0
5190,0,0,0,0,0,0,0,1
5191,0,1,0,0,0,1,9,0
5192,0,1,0,0,0,1,5,0
5193,0,1,0,0,0,0,8,1
5194,0,1,1,0,0,0,-1,1
5195,1,0,0,1,0,0,11,0
5196,1,1,0,0,0,0,1,0
5197,0,0,1,0,0,0,0,0
5198,0,0,0,0,0,0,3,0
5199,0,0,1,0,0,0,0,1
5200,0,0,1,1,0,0,4,0
5201,0,0,0,0,0,0,2,0
5202,-1,1,0,1,0,0,4,0
5203,0,0,1,1,0,0,5,0
5204,0,1,0,0,0,1,8,0
5205,0,1,0,1,0,0,1,0
5206,0,1,0,1,0,1,0,0
5207,0,0,0,1,0,0,1,1
5208,0,1,0,0,0,0,2,0
5209,1,0,0,1,0,0,4,1
5210,-1,1,0,1,0,1,0,0
5211,0,0,0,0,0,0,9,0
5212,0,0,1,0,0,0,0,0
5213,1,0,0,1,0,0,8,0
5214,0,1,0,0,0,1,0,0
5215,0,1,0,0,0,0,0,0
5216,-1,0,0,0,0,0,3,1
5217,0,0,0,0,0,0,2,1
5218,0,0,1,0,0,0,1,1
5219,0,1,0,0,0,1,2,0
5220,1,0,0,0,0,0,0,1
5221,0,0,0,0,0,0,3,1
5222,0,1,0,0,0,0,4,1
5223,0,0,0,0,0,0,3,0
5224,0,0,0,1,0,0,4,0
5225,0,0,0,1,0,0,5,0
5226,0,0,0,0,0,0,11,0
5227,0,0,0,0,0,0,5,1
5228,0,0,1,1,0,0,1,1
5229,0,0,0,0,0,0,4,0
5230,0,0,0,1,0,0,6,0
5231,0,1,0,0,0,1,3,0
5232,0,1,0,1,0,0,7,0
5233,0,0,0,1,0,0,6,0
5234,0,1,0,1,0,0,10,1
5235,-1,0,0,1,0,0,1,1
5236,0,0,0,1,0,0,3,1
5237,0,0,1,0,0,0,8,0
5238,0,1,0,0,0,0,9,0
5239,-1,0,1,1,0,1,5,0
5240,0,1,0,0,0,0,3,0
5241,0,0,0,0,0,0,6,0
5242,1,1,0,1,0,1,6,0
5243,1,0,0,1,0,0,4,0
5244,0,0,1,0,0,0,0,0
5245,0,0,0,0,0,0,5,0
5246,0,0,0,0,0,0,1,0
5247,-1,1,1,0,0,1,1,1
5248,0,1,0,0,0,1,1,0
5249,0,0,0,0,0,0,1,0
5250,0,0,0,1,0,0,0,0
5251,0,0,0,0,0,0,0,0
5252,1,1,1,1,0,0,12,0
5253,1,0,1,1,0,0,8,0
5254,0,0,0,1,0,0,4,1
5255,0,1,1,0,0,0,1,0
5256,0,0,0,1,0,0,5,1
5257,0,0,0,0,0,0,5,0
5258,0,0,0,0,0,0,1,0
5259,0,0,1,0,0,0,0,0
5260,0,0,1,0,0,0,7,1
5261,1,0,0,1,0,0,5,0
5262,1,0,0,1,0,0,8,1
5263,1,0,0,1,-1,1,2,1
5264,0,0,0,1,0,0,3,0
5265,0,0,0,1,0,0,1,0
5266,0,1,1,0,0,0,1,0
5267,0,1,0,0,0,1,2,0
5268,0,0,1,1,0,0,3,0
5269,0,1,0,1,0,0,3,1
5270,0,0,1,1,0,0,4,0
5271,-1,1,0,1,0,1,11,1
5272,0,0,0,1,0,0,2,0
5273,-1,0,0,0,0,0,0,0
5274,0,0,1,0,0,0,3,0
5275,0,0,0,0,0,0,2,1
5276,1,0,1,1,0,0,1,1
5277,0,0,1,1,0,0,5,0
5278,-1,0,1,0,0,0,0,1
5279,1,0,0,1,0,0,5,1
5280,0,0,1,0,0,0,0,0
5281,1,1,0,1,0,1,7,0
5282,-1,0,0,1,0,0,6,0
5283,0,0,0,0,0,0,2,0
5284,0,1,0,1,0,0,-1,1
5285,-1,1,1,1,0,0,-1,1
5286,1,0,0,1,0,0,3,1
5287,0,1,0,0,0,1,5,0
5288,0,0,0,1,0,0,4,0
5289,-1,0,1,1,0,0,5,1
5290,0,0,0,1,0,0,1,0
5291,0,0,1,0,0,0,0,1
5292,0,0,0,0,0,0,0,0
5293,0,1,0,0,0,0,2,0
5294,0,0,1,0,0,0,5,0
5295,0,1,0,1,0,1,0,0
5296,0,0,0,1,0,0,10,0
5297,0,0,1,0,0,0,2,0
5298,0,1,0,1,0,1,1,0
5299,0,1,0,0,0,1,5,1
5300,-1,1,0,1,0,0,3,1
5301,0,1,0,1,0,1,6,0
5302,0,0,1,0,0,0,3,0
5303,0,1,0,0,0,0,1,0
5304,1,0,1,0,0,0,6,0
5305,0,0,0,0,0,0,8,0
5306,0,1,0,1,0,0,8,0
5307,0,0,0,0,0,0,2,0
5308,0,0,0,1,0,0,3,0
5309,0,0,0,0,0,0,1,0
5310,-1,1,1,1,0,0,0,0
5311,0,0,0,1,0,0,4,1
5312,-1,0,0,1,0,0,12,1
5313,0,0,0,0,0,0,4,0
5314,0,1,0,0,0,0,3,0
5315,0,0,0,0,0,0,3,0
5316,0,1,0,1,0,0,5,0
5317,0,0,0,0,0,0,3,0
5318,1,1,0,1,0,0,2,0
5319,0,0,0,0,0,0,10,0
5320,1,0,0,1,0,0,2,1
5321,0,0,0,1,0,0,5,0
5322,1,0,1,0,0,0,5,1
5323,1,1,1,0,0,1,5,0
5324,1,0,0,1,0,0,11,0
5325,0,0,0,0,0,0,8,0
5326,0,1,0,0,0,0,0,1
5327,0,0,0,0,0,0,0,1
5328,0,0,1,1,0,0,2,0
5329,0,0,0,0,1,0,8,0
5330,0,0,0,0,0,0,0,0
5331,-1,0,1,1,0,0,0,1
5332,-1,0,0,1,0,0,3,1
5333,0,0,1,0,0,0,1,0
5334,0,0,0,0,0,0,1,1
5335,0,1,0,0,0,0,14,0
5336,1,0,1,1,0,0,5,0
5337,0,0,1,0,0,0,8,0
5338,0,1,0,0,0,0,3,0
5339,0,1,0,0,0,1,4,0
5340,-1,1,1,1,0,0,7,1
5341,0,0,0,1,0,0,6,0
5342,1,1,0,0,0,0,4,0
5343,0,1,0,0,0,0,8,0
5344,1,0,1,0,0,0,0,0
5345,0,1,0,0,0,0,5,1
5346,0,1,0,0,0,1,0,0
5347,1,0,0,1,0,0,2,0
5348,0,0,0,0,0,0,9,0
5349,0,1,1,0,0,1,2,0
5350,0,1,0,0,0,1,9,0
5351,0,1,0,1,0,1,3,0
5352,-1,1,0,1,0,0,0,0
5353,0,1,0,0,0,0,1,0
5354,0,0,0,1,0,0,1,0
5355,0,1,1,0,0,1,2,0
5356,0,0,1,0,0,0,8,0
5357,0,0,0,0,0,0,2,1
5358,0,1,1,1,0,0,4,0
5359,-1,1,1,1,0,0,0,1
5360,0,0,0,1,0,0,5,1
5361,0,0,0,0,0,0,1,1
5362,0,0,1,0,0,0,7,0
5363,0,0,1,1,0,0,0,0
5364,0,1,0,1,0,0,3,0
5365,0,0,0,1,0,0,6,0
5366,-1,0,0,1,0,1,2,0
5367,0,0,1,1,0,0,5,0
5368,0,0,0,0,0,0,2,0
5369,0,1,0,0,0,0,2,0
5370,0,1,0,1,0,1,4,0
5371,0,0,1,1,0,0,12,1
5372,0,0,0,1,0,0,1,0
5373,0,0,0,0,0,0,3,1
5374,0,0,0,0,0,0,0,0
5375,0,1,0,0,0,1,5,1
5376,0,1,0,1,0,0,3,0
5377,0,1,0,0,0,1,9,0
5378,0,0,0,1,0,0,3,1
5379,0,0,1,0,1,0,11,0
5380,-1,0,0,1,-1,0,6,0
5381,0,0,0,0,0,0,4,0
5382,0,1,0,0,0,0,7,0
5383,1,0,0,1,0,0,1,0
5384,0,1,0,1,0,0,0,1
5385,0,0,0,0,0,0,0,0
5386,0,1,0,0,0,0,2,0
5387,0,1,0,1,0,0,1,1
5388,0,1,0,0,0,1,1,0
5389,-1,1,0,1,0,0,1,1
5390,0,0,1,0,0,0,0,1
5391,0,1,0,1,0,0,0,0
5392,0,0,1,1,0,0,1,0
5393,0,1,1,0,0,0,-1,1
5394,0,0,0,0,0,0,3,1
5395,0,0,0,1,0,0,5,0
5396,0,0,0,0,0,1,14,0
5397,0,0,0,0,1,0,0,0
5398,0,0,0,0,0,0,9,0
5399,0,1,0,0,0,0,1,0
5400,-1,0,0,1,0,0,7,0
5401,0,1,0,0,0,0,0,0
5402,-1,0,0,0,0,0,5,0
5403,0,0,0,0,0,0,4,0
5404,0,0,0,1,0,0,2,0
5405,0,0,0,0,0,0,6,1
5406,1,1,0,-1,0,0,7,0
5407,-1,1,0,1,0,1,1,1
5408,0,0,1,0,0,0,0,0
5409,-1,1,0,0,0,0,1,0
5410,0,1,0,1,0,0,7,0
5411,-1,0,0,1,0,0,1,1
5412,-1,0,0,1,0,0,5,1
5413,0,1,0,0,0,0,3,0
5414,0,0,0,0,0,0,1,0
5415,0,1,1,0,0,1,0,1
5416,0,0,0,0,0,0,7,0
5417,-1,0,1,1,0,0,8,1
5418,0,1,0,1,0,0,7,0
5419,0,0,0,0,0,0,5,0
5420,0,0,0,0,0,0,0,1
5421,1,1,0,1,0,0,1,0
5422,0,1,0,0,0,0,4,1
5423,1,1,0,1,0,0,1,0
5424,1,1,0,1,0,0,-1,0
5425,0,1,0,0,0,0,1,0
5426,0,1,0,0,0,1,1,0
5427,0,1,1,0,0,0,0,0
5428,1,0,0,0,0,0,2,0
5429,0,0,0,0,0,0,10,0
5430,0,0,0,0,0,0,1,0
5431,0,0,1,0,0,0,5,0
5432,0,0,0,0,0,0,2,0
5433,0,0,1,0,0,0,4,1
5434,0,0,0,0,0,0,6,0
5435,0,0,0,0,0,0,4,0
5436,0,1,0,1,0,1,1,0
5437,0,0,0,1,0,0,0,0
5438,-1,0,0,0,0,0,6,1
5439,0,0,0,0,0,0,0,1
5440,0,1,0,0,0,0,3,0
5441,0,1,0,0,0,0,10,0
5442,0,1,0,0,0,1,7,1
5443,0,1,0,0,0,1,3,0
5444,0,1,1,0,0,0,4,0
5445,0,1,0,0,0,1,4,1
5446,0,1,0,0,0,1,0,0
5447,-1,1,0,1,0,1,1,0
5448,1,0,0,1,0,0,9,0
5449,1,1,0,1,0,0,4,0
5450,0,1,0,0,0,1,10,1
5451,0,1,0,1,0,0,7,1
5452,-1,1,0,0,0,1,4,1
5453,0,1,0,0,0,1,2,0
5454,1,1,0,0,0,0,0,1
5455,-1,0,0,0,0,0,2,1
5456,0,0,0,1,0,0,5,0
5457,0,0,0,0,0,0,5,1
5458,0,0,0,0,0,0,1,1
5459,0,1,0,0,0,0,5,0
5460,0,1,1,0,0,1,3,0
5461,1,0,0,1,0,0,5,0
5462,1,0,0,1,0,0,0,0
5463,1,0,1,1,0,0,5,0
5464,-1,0,0,1,0,0,2,1
5465,0,1,0,0,0,0,4,1
5466,0,0,1,0,1,0,8,0
5467,-1,0,0,1,0,0,1,0
5468,0,0,0,1,0,0,9,0
5469,-1,0,1,1,0,0,0,0
5470,0,0,0,0,0,0,8,0
5471,0,1,0,0,0,0,1,0
5472,0,0,0,0,0,0,2,0
5473,0,0,1,0,0,0,3,0
5474,0,0,0,0,0,0,6,0
5475,1,0,0,1,0,0,1,0
5476,0,0,0,1,0,0,0,0
5477,0,0,1,0,0,0,1,0
5478,0,0,1,0,0,0,0,1
5479,0,1,0,1,0,0,4,1
5480,-1,0,0,1,0,0,6,1
5481,-1,0,0,0,0,0,4,0
5482,0,0,0,0,0,0,3,0
5483,0,0,0,0,0,0,1,1
5484,0,0,0,0,0,0,1,0
5485,0,1,1,0,0,1,0,0
5486,-1,1,0,1,0,1,6,1
5487,0,0,0,0,0,0,4,0
5488,0,1,0,1,0,1,4,0
5489,0,0,1,1,0,0,0,1
5490,0,1,0,1,0,1,3,0
5491,0,1,0,0,0,0,1,1
5492,0,1,0,1,0,0,3,0
5493,1,0,0,1,0,0,5,1
5494,0,0,1,0,0,0,1,0
5495,0,1,0,0,0,0,-1,0
5496,0,0,0,1,0,0,0,0
5497,0,0,0,0,0,0,9,0
5498,0,0,0,1,0,0,5,1
5499,0,1,0,0,0,1,10,0
5500,0,1,0,0,0,0,0,0
5501,0,0,0,0,0,0,7,0
5502,0,1,0,1,0,0,1,0
5503,1,0,0,1,0,0,2,1
5504,0,1,0,0,0,0,3,0
5505,0,0,0,0,0,0,2,0
5506,0,0,0,0,0,0,4,1
5507,0,0,0,0,0,0,0,0
5508,1,0,0,0,0,0,1,0
5509,0,0,0,0,0,1,6,0
5510,0,0,0,0,0,0,3,0
5511,0,0,0,0,-1,1,0,0
5512,1,1,0,1,-1,1,2,0
5513,0,1,0,0,0,1,7,1
5514,1,1,0,1,0,1,1,1
5515,0,0,0,0,0,0,10,0
5516,1,0,0,1,0,0,1,1
5517,0,1,0,1,0,0,3,0
5518,0,1,0,0,0,1,3,0
5519,0,0,1,0,0,0,8,0
5520,0,1,0,0,0,0,3,0
5521,-1,1,0,1,0,0,4,1
5522,0,1,0,0,0,0,4,1
5523,-1,0,1,1,0,0,5,0
5524,0,1,0,0,0,0,1,1
5525,0,1,0,0,0,1,7,0
5526,0,1,0,0,0,0,1,0
5527,0,0,0,0,0,0,2,0
5528,0,0,0,0,0,0,7,0
5529,1,1,0,1,0,0,0,0
5530,0,1,0,0,0,0,3,0
5531,0,0,0,1,0,0,4,0
5532,1,0,0,1,0,0,0,0
5533,0,1,0,0,0,0,1,0
5534,0,0,0,0,0,0,3,0
5535,0,0,1,1,0,0,0,0
5536,0,1,0,0,0,1,1,1
5537,0,1,0,0,0,0,1,0
5538,1,1,0,1,0,0,3,0
5539,1,0,0,0,0,0,9,0
5540,0,1,0,0,0,0,3,0
5541,0,0,0,0,0,0,8,0
5542,-1,0,0,1,0,1,9,0
5543,0,1,0,0,0,1,0,0
5544,1,0,0,0,0,0,2,0
5545,1,1,0,1,0,1,4,0
5546,0,1,0,0,0,1,3,0
5547,1,0,0,0,0,0,3,0
5548,1,1,0,1,0,1,5,0
5549,-1,0,0,1,0,0,6,1
5550,1,1,0,1,0,1,-1,1
5551,0,0,0,0,0,0,7,1
5552,0,1,0,0,0,1,2,1
5553,0,0,0,0,0,0,3,0
5554,1,0,0,1,0,0,3,0
5555,1,0,0,0,0,0,7,0
5556,0,0,1,0,0,0,2,0
5557,0,0,1,0,0,0,0,0
5558,0,0,0,0,0,0,2,1
5559,1,1,0,0,0,1,2,1
5560,0,1,0,1,0,0,9,0
5561,1,0,0,1,0,0,4,0
5562,0,0,0,0,0,0,3,0
5563,0,1,0,0,0,0,0,0
5564,0,1,0,0,0,1,4,1
5565,0,1,0,0,0,1,0,0
5566,1,1,0,1,0,1,4,0
5567,0,0,1,1,0,0,0,0
5568,0,0,0,1,0,0,1,1
5569,0,0,0,0,0,0,5,1
5570,0,1,0,0,0,1,0,1
5571,-1,1,0,1,0,1,2,1
5572,0,1,0,0,0,1,4,1
5573,0,1,1,0,0,0,-1,1
5574,0,0,0,1,0,1,1,1
5575,1,1,0,0,0,0,0,0
5576,0,0,0,0,0,0,5,0
5577,0,1,0,0,0,1,3,0
5578,0,1,0,0,0,1,2,0
5579,0,0,0,0,0,0,3,0
5580,0,1,1,0,0,1,1,0
5581,1,0,0,0,0,0,6,1
5582,0,1,0,0,0,1,-1,1
5583,0,1,0,1,0,0,1,0
5584,0,0,1,0,0,0,0,0
5585,0,1,0,1,0,0,1,0
5586,0,0,0,0,0,1,7,0
5587,0,0,0,0,0,1,2,0
5588,0,0,1,1,0,0,0,0
5589,0,0,1,0,0,0,14,0
5590,0,0,1,0,0,0,5,1
5591,0,1,0,0,0,1,0,0
5592,0,1,0,0,0,0,7,0
5593,0,0,1,0,0,0,1,1
5594,0,1,0,0,0,0,3,1
5595,0,1,0,0,0,0,5,0
5596,0,0,0,0,0,0,0,0
5597,0,1,0,0,0,1,2,0
5598,0,0,1,0,0,0,1,0
5599,1,0,0,0,1,0,8,1
5600,1,0,1,-1,0,0,5,1
5601,0,0,0,1,0,0,11,0
5602,0,1,0,1,0,1,3,1
5603,0,0,0,1,0,0,2,0
5604,0,0,0,1,0,0,6,0
5605,0,1,0,0,-1,1,0,1
5606,1,1,0,0,0,1,0,1
5607,0,0,0,1,0,0,1,0
5608,1,0,0,1,0,0,0,1
5609,0,0,0,0,1,0,11,0
5610,0,0,0,0,0,0,9,0
5611,0,1,0,0,0,1,6,0
5612,0,0,0,1,0,0,3,0
5613,0,1,0,0,0,1,6,0
5614,0,1,0,1,0,0,-1,0
5615,0,1,0,0,0,1,2,1
5616,0,0,0,1,0,0,9,0
5617,0,0,0,1,0,0,9,0
5618,0,0,0,0,0,0,2,0
5619,0,0,1,1,0,0,1,1
5620,0,0,0,0,0,0,1,1
5621,0,0,0,0,0,0,4,0
5622,0,1,0,1,0,1,4,0
5623,0,1,0,1,0,1,3,0
5624,0,0,0,0,0,0,0,0
5625,0,1,1,0,0,0,0,0
5626,0,0,0,0,0,0,2,0
5627,0,0,0,0,0,0,0,0
5628,0,1,1,0,0,0,7,1
5629,1,0,0,1,0,0,4,0
5630,0,1,0,1,0,0,1,0
5631,0,0,0,0,0,0,3,1
5632,0,0,1,0,0,0,2,0
5633,0,0,1,0,0,0,7,0
5634,-1,0,0,1,0,0,3,0
5635,-1,0,0,0,0,0,5,1
5636,0,1,0,1,0,0,1,0
5637,0,1,0,0,0,1,3,1
5638,-1,0,0,1,0,0,3,1
5639,0,0,0,1,0,0,2,0
5640,0,1,1,0,0,0,0,0
5641,0,1,0,0,0,1,1,1
5642,0,1,0,0,0,1,-1,0
5643,0,0,0,0,0,0,1,0
5644,-1,0,0,0,0,0,0,1
5645,0,0,0,0,0,1,9,0
5646,0,1,0,0,0,0,0,0
5647,0,1,0,0,0,0,4,1
5648,0,0,0,0,0,0,1,0
5649,1,1,0,1,0,0,0,1
5650,1,1,0,0,0,0,1,0
5651,1,0,0,1,0,0,1,1
5652,0,1,0,0,0,1,2,0
5653,0,1,1,0,0,1,8,1
5654,0,0,0,0,0,0,7,0
5655,0,1,0,0,0,1,4,0
5656,0,1,0,0,0,1,2,0
5657,0,0,0,0,0,0,10,0
5658,0,1,1,0,0,0,5,0
5659,0,0,0,0,0,0,0,0
5660,0,1,0,0,0,0,0,0
5661,0,0,0,0,0,0,8,0
5662,0,0,0,0,0,0,2,0
5663,0,0,0,0,0,0,5,0
5664,0,0,0,0,0,0,10,1
5665,0,1,1,0,0,0,1,0
5666,0,1,0,0,0,0,1,0
5667,0,0,0,0,0,0,2,0
5668,-1,0,1,1,0,0,5,1
5669,0,0,0,0,0,0,4,0
5670,1,0,0,0,0,0,8,0
5671,0,0,0,1,0,0,0,0
5672,1,1,0,0,0,1,4,1
5673,0,1,0,1,0,1,0,1
5674,0,0,0,0,0,0,6,0
5675,0,1,0,1,0,1,4,0
5676,1,0,1,1,0,0,0,0
5677,0,1,0,0,0,1,0,0
5678,0,0,0,1,0,0,0,1
5679,0,0,1,1,0,0,0,0
5680,0,0,1,1,0,0,2,0
5681,0,0,0,0,0,0,5,0
5682,0,0,1,0,0,0,6,0
5683,1,1,1,1,0,1,1,0
5684,0,1,0,0,0,0,1,0
5685,0,0,0,0,0,0,3,0
5686,0,1,0,0,0,0,2,0
5687,0,1,0,0,0,0,4,0
5688,0,1,1,0,0,0,4,0
5689,0,0,0,0,0,0,6,0
5690,1,0,1,0,0,0,0,0
5691,0,1,0,0,0,0,8,1
5692,0,0,1,1,0,0,5,1
5693,0,0,1,1,0,0,0,1
5694,0,1,0,1,0,1,3,0
5695,0,1,0,0,0,0,2,0
5696,0,1,0,0,0,0,10,0
5697,0,0,0,0,0,1,1,0
5698,0,0,0,1,0,0,4,0
5699,0,1,0,0,0,1,2,0
5700,0,0,0,1,0,0,4,0
5701,0,0,0,0,0,0,0,0
5702,0,0,0,0,0,0,3,1
5703,0,0,1,0,0,0,5,0
5704,-1,0,0,1,0,0,5,1
5705,0,1,0,1,0,0,10,0
5706,0,1,0,1,0,0,1,1
5707,0,1,0,0,0,0,0,0
5708,0,1,0,0,0,0,0,0
5709,1,0,0,0,0,0,2,1
5710,1,0,1,0,0,0,0,0
5711,0,0,0,0,0,0,0,0
5712,0,1,0,1,0,1,4,0
5713,0,0,1,0,0,0,2,1
5714,0,0,0,0,0,0,7,0
5715,0,1,0,0,0,1,5,0
5716,0,0,0,0,0,0,2,0
5717,0,0,0,0,0,0,0,0
5718,0,0,0,0,0,0,8,1
5719,1,1,0,0,0,1,0,0
5720,0,0,0,0,0,0,6,0
5721,0,0,0,0,0,0,14,0
5722,0,0,0,0,0,0,2,1
5723,0,0,0,0,0,0,11,0
5724,1,1,0,1,0,0,4,0
5725,0,1,0,0,0,0,2,0
5726,-1,1,0,1,0,0,4,1
5727,0,0,0,0,0,0,1,0
5728,1,1,1,0,0,0,0,0
5729,0,1,0,1,0,1,5,0
5730,-1,0,1,1,0,0,-1,1
5731,0,0,0,1,0,0,0,0
5732,1,0,0,1,0,0,10,1
5733,0,1,0,0,0,1,3,0
5734,0,1,0,0,0,0,5,1
5735,0,1,0,0,0,1,1,0
5736,0,1,0,0,0,1,2,0
5737,0,1,0,1,0,0,0,1
5738,-1,0,0,1,0,0,3,1
5739,0,0,0,0,0,0,5,0
5740,-1,0,0,1,0,1,6,1
5741,0,0,0,0,0,0,5,0
5742,1,1,0,0,0,1,6,1
5743,0,0,1,0,0,0,7,1
5744,0,0,0,0,0,0,0,1
5745,0,1,0,0,0,1,1,0
5746,0,0,0,0,0,0,1,0
5747,1,1,0,0,0,0,2,0
5748,0,0,1,1,0,0,0,0
5749,0,0,0,1,0,0,3,1
5750,0,0,1,0,0,0,10,1
5751,0,0,1,0,0,0,2,0
5752,1,1,0,1,0,1,1,0
5753,0,1,0,0,0,1,1,1
5754,-1,0,0,1,0,1,2,1
5755,0,0,1,0,0,0,0,1
5756,1,0,0,0,0,0,14,0
5757,1,1,0,1,0,0,8,0
5758,0,1,0,0,0,1,3,0
5759,0,1,0,1,0,0,4,0
5760,0,0,1,1,0,0,4,1
5761,1,0,0,0,0,0,4,1
5762,-1,1,0,1,0,0,4,1
5763,-1,1,0,1,0,0,4,1
5764,0,0,0,0,0,0,1,0
5765,0,0,0,0,0,0,3,1
5766,-1,1,0,0,0,1,6,0
5767,0,1,0,0,0,1,2,0
5768,0,1,0,0,0,0,-1,0
5769,-1,0,0,1,1,0,1,1
5770,0,1,0,1,0,0,7,1
5771,0,1,0,1,0,1,0,1
5772,0,1,0,1,0,1,-1,1
5773,0,1,0,0,0,1,2,0
5774,1,1,0,1,0,0,0,0
5775,0,0,0,0,0,0,1,1
5776,-1,0,0,1,0,0,5,1
5777,0,0,0,0,0,0,3,0
5778,0,0,0,0,0,0,7,0
5779,0,0,0,0,0,0,0,0
5780,-1,0,0,1,0,0,3,0
5781,0,0,1,0,0,0,-1,0
5782,0,1,0,0,0,0,0,0
5783,0,0,1,0,0,0,5,0
5784,0,1,0,1,0,0,0,0
5785,1,1,1,1,0,1,5,1
5786,0,1,0,0,0,1,2,0
5787,0,0,1,0,0,0,0,1
5788,0,0,0,0,0,0,1,1
5789,0,1,1,0,0,0,0,0
5790,0,1,1,0,0,0,4,0
5791,0,1,0,0,1,0,1,0
5792,1,0,0,0,0,0,1,0
5793,0,1,1,0,0,0,2,0
5794,0,0,0,0,0,0,0,0
5795,-1,1,0,1,0,0,7,1
5796,0,0,0,0,0,0,0,0
5797,0,1,0,0,0,0,5,0
5798,0,0,0,0,0,0,0,0
5799,0,1,0,0,0,1,2,1
5800,0,1,0,0,0,1,1,0
5801,1,0,1,0,0,0,3,0
5802,0,0,0,0,0,0,6,1
5803,0,1,0,0,0,1,1,0
5804,-1,0,1,1,0,0,2,0
5805,1,1,0,0,0,0,10,0
5806,0,0,0,0,0,0,1,0
5807,0,0,0,1,0,0,1,0
5808,0,0,0,0,0,0,1,0
5809,0,0,0,0,0,0,3,0
5810,0,0,0,0,0,0,5,0
5811,0,1,0,1,0,1,8,0
5812,0,0,1,1,0,0,3,0
5813,0,1,0,1,0,1,6,0
5814,0,0,0,0,0,0,0,0
5815,0,0,0,0,0,0,1,0
5816,0,1,0,0,0,0,3,1
5817,-1,1,0,0,0,1,1,1
5818,0,1,0,1,0,1,3,1
5819,-1,1,0,1,0,1,1,1
5820,0,1,0,0,0,1,2,0
5821,0,0,1,0,0,0,5,0
5822,1,0,0,0,0,0,0,0
5823,0,0,0,1,0,0,0,0
5824,0,1,0,1,0,0,3,0
5825,1,0,0,0,0,1,0,0
5826,0,1,1,1,0,1,4,0
5827,0,0,0,0,0,0,6,1
5828,0,0,0,0,0,0,4,0
5829,0,1,1,1,0,0,10,0
5830,1,0,1,1,0,0,9,1
5831,0,1,1,0,0,1,2,0
5832,0,0,0,0,0,0,1,0
5833,0,1,0,0,0,0,0,0
5834,0,0,0,0,0,0,1,1
5835,0,0,0,0,0,0,3,0
5836,-1,0,0,1,0,1,4,1
5837,0,0,1,0,0,0,4,0
5838,0,0,1,1,0,0,5,0
5839,-1,0,0,1,0,0,1,0
5840,-1,0,0,1,0,0,5,0
5841,0,0,1,0,0,0,2,1
5842,0,0,0,1,0,0,0,0
5843,0,0,0,0,0,0,-1,0
5844,-1,1,0,0,0,0,0,1
5845,0,0,0,0,0,1,5,0
5846,-1,0,0,0,0,0,5,1
5847,0,0,0,0,0,0,6,0
5848,0,0,1,0,0,0,8,0
5849,0,0,0,0,0,0,0,1
5850,0,1,0,0,0,1,0,0
5851,0,1,0,0,0,0,2,1
5852,0,1,0,0,0,1,2,0
5853,0,1,0,0,0,0,1,0
5854,0,0,0,0,0,0,4,1
5855,-1,0,0,0,0,0,0,1
5856,-1,0,1,0,0,0,2,1
5857,0,0,0,0,0,0,0,1
5858,0,0,0,0,0,0,2,1
5859,-1,0,0,1,0,0,2,1
5860,0,0,0,0,0,0,0,1
5861,1,1,1,0,0,0,2,0
5862,0,0,0,0,0,0,7,0
5863,0,0,1,0,0,0,0,0
5864,0,0,1,1,0,1,1,1
5865,0,0,1,0,0,0,1,1
5866,0,1,0,1,0,1,6,0
5867,-1,0,1,1,0,0,5,1
5868,0,1,1,0,0,0,4,1
5869,0,0,0,1,0,0,0,0
5870,-1,0,1,1,1,0,1,1
5871,0,1,1,0,0,0,1,1
5872,0,0,0,1,0,0,4,1
5873,0,1,0,0,0,0,10,0
5874,0,1,1,0,0,0,0,0
5875,0,0,1,1,0,0,1,0
5876,-1,1,0,1,0,1,1,0
5877,-1,1,1,1,0,1,2,0
5878,0,1,0,0,0,1,3,0
5879,0,1,1,1,0,0,0,0
5880,0,0,1,0,0,0,6,0
5881,0,0,1,0,0,0,0,0
5882,1,0,0,1,0,0,0,0
5883,0,1,1,0,0,0,1,0
5884,0,1,0,0,0,0,9,1
5885,0,0,0,0,0,0,5,0
5886,0,1,0,0,0,0,5,1
5887,-1,1,0,1,0,0,6,1
5888,0,0,0,0,0,0,2,0
5889,0,1,0,0,0,0,0,0
5890,0,0,1,0,0,0,1,0
5891,0,0,0,0,0,0,14,0
5892,0,1,0,0,0,0,0,0
5893,0,0,0,0,0,0,7,1
